country,date,tags,local_expense,local_income,currency,main_amount,main_currency,description
laos,5/30/2014,food,"20,000",,LAK,2.48,USD,
laos,5/30/2014,other,"13,000",,LAK,1.61,USD,
laos,5/30/2014,accommodation,"30,000",,LAK,3.73,USD,
laos,5/30/2014,other,"24,000",,LAK,2.98,USD,
laos,5/30/2014,food,"78,000",,LAK,9.69,USD,for two
laos,5/30/2014,other,"17,000",,LAK,2.11,USD,
laos,5/30/2014,transportation,"6,000",,LAK,0.75,USD,
laos,5/30/2014,entrance,"8,000",,LAK,0.99,USD,
laos,5/30/2014,other,"8,000",,LAK,0.99,USD,
laos,5/30/2014,transportation,"100,000",,LAK,12.42,USD,Buddha park
laos,5/30/2014,visa,35,,USD,35,USD,Laos
thailand,5/30/2014,transportation,180,,THB,5.51,USD,Khon Kaen - Border
laos,5/31/2014,other,"8,000",,LAK,0.99,USD,
laos,5/31/2014,food,"3,000",,LAK,0.37,USD,
laos,5/31/2014,food,"28,000",,LAK,3.48,USD,
laos,5/31/2014,other,"15,000",,LAK,1.86,USD,
laos,5/31/2014,other,"10,000",,LAK,1.24,USD,
laos,5/31/2014,other,"12,000",,LAK,1.49,USD,
laos,5/31/2014,entrance,"3,000",,LAK,0.37,USD,
laos,5/31/2014,entrance,"5,000",,LAK,0.62,USD,
laos,5/31/2014,other,"8,000",,LAK,0.99,USD,
laos,5/31/2014,transportation,"200,000",,LAK,24.85,USD,luang prabang
laos,6/1/2014,food,"5,000",,LAK,0.62,USD,
laos,6/1/2014,transportation,"5,000",,LAK,0.62,USD,
laos,6/1/2014,food,"30,000",,LAK,3.73,USD,
laos,6/1/2014,other,"8,000",,LAK,0.99,USD,
laos,6/1/2014,food,"10,000",,LAK,1.24,USD,
laos,6/1/2014,accommodation,"50,000",,LAK,6.21,USD,
laos,6/1/2014,transportation,"40,000",,LAK,4.97,USD,nong khaiw
laos,6/1/2014,transportation,"20,000",,LAK,2.48,USD,
laos,6/1/2014,transportation,"40,000",,LAK,4.97,USD,
laos,6/1/2014,entrance,"20,000",,LAK,2.48,USD,
laos,6/1/2014,food,"10,000",,LAK,1.24,USD,
laos,6/1/2014,entrance,"20,000",,LAK,2.48,USD,
laos,6/2/2014,food,"23,000",,LAK,2.86,USD,
laos,6/2/2014,accommodation,"70,000",,LAK,8.7,USD,
laos,6/2/2014,food,"10,000",,LAK,1.24,USD,
laos,6/2/2014,transportation,"30,000",,LAK,3.73,USD,
laos,6/2/2014,other,"8,000",,LAK,0.99,USD,
laos,6/2/2014,transportation,"25,000",,LAK,3.11,USD,
vietnam,6/3/2014,food,"70,000",,VND,3.31,USD,
vietnam,6/3/2014,transportation,"375,000",,VND,17.73,USD,
laos,6/3/2014,food,"10,000",,LAK,1.24,USD,
laos,6/3/2014,transportation,"95,000",,LAK,11.8,USD,
laos,6/3/2014,food,"14,000",,LAK,1.74,USD,
laos,6/3/2014,other,"8,000",,LAK,0.99,USD,
laos,6/3/2014,food,"10,000",,LAK,1.24,USD,
vietnam,6/4/2014,other,"50,000",,VND,2.36,USD,
vietnam,6/4/2014,other,"100,000",,VND,4.73,USD,fix backpack
vietnam,6/4/2014,food,"30,000",,VND,1.42,USD,
vietnam,6/4/2014,other,"55,000",,VND,2.6,USD,book
vietnam,6/4/2014,other,"45,000",,VND,2.13,USD,
vietnam,6/4/2014,other,"45,000",,VND,2.13,USD,
vietnam,6/4/2014,transportation,"100,000",,VND,4.73,USD,
vietnam,6/4/2014,food,"30,000",,VND,1.42,USD,
vietnam,6/4/2014,other,"30,000",,VND,1.42,USD,
vietnam,6/5/2014,food,"80,000",,VND,3.78,USD,
vietnam,6/5/2014,other,"20,000",,VND,0.95,USD,
vietnam,6/5/2014,food,"10,000",,VND,0.47,USD,
vietnam,6/5/2014,transportation,"250,000",,VND,11.82,USD,airport
vietnam,6/5/2014,other,"15,000",,VND,0.71,USD,icecream
vietnam,6/5/2014,transportation,"50,000",,VND,2.36,USD,
vietnam,6/5/2014,food,"30,000",,VND,1.42,USD,
vietnam,6/5/2014,other,"25,000",,VND,1.18,USD,
vietnam,6/5/2014,tour,"486,000",,VND,22.98,USD,Halong Bay
philippines,6/6/2014,accommodation,500,,PHP,11.4,USD,
philippines,6/6/2014,tour,"1,200.00",,PHP,27.36,USD,
philippines,6/6/2014,other,72,,PHP,1.64,USD,
philippines,6/6/2014,food,15,,PHP,0.34,USD,
philippines,6/6/2014,food,175,,PHP,3.99,USD,
philippines,6/6/2014,transportation,15,,PHP,0.34,USD,
philippines,6/6/2014,other,4,,PHP,0.09,USD,
philippines,6/6/2014,transportation,12,,PHP,0.27,USD,
philippines,6/6/2014,transportation,12,,PHP,0.27,USD,
philippines,6/6/2014,transportation,20,,PHP,0.46,USD,
philippines,6/7/2014,food,380,,PHP,8.66,USD,
philippines,6/7/2014,food,90,,PHP,2.05,USD,
philippines,6/7/2014,food,205,,PHP,4.67,USD,
philippines,6/7/2014,accommodation,400,,PHP,9.12,USD,
philippines,6/7/2014,transportation,700,,PHP,15.96,USD,
philippines,6/7/2014,food,15,,PHP,0.34,USD,
philippines,6/7/2014,other,60,,PHP,1.37,USD,
philippines,6/7/2014,other,70,,PHP,1.6,USD,
philippines,6/8/2014,accommodation,400,,PHP,9.12,USD,
philippines,6/8/2014,food,150,,PHP,3.42,USD,
philippines,6/8/2014,food,250,,PHP,5.7,USD,
philippines,6/8/2014,other,60,,PHP,1.37,USD,
philippines,6/8/2014,food,120,,PHP,2.74,USD,
philippines,6/8/2014,food,70,,PHP,1.6,USD,
philippines,6/8/2014,tour,"1,200.00",,PHP,27.36,USD,
philippines,6/8/2014,food,35,,PHP,0.8,USD,
philippines,6/9/2014,food,104,,PHP,2.37,USD,
philippines,6/9/2014,other,105,,PHP,2.39,USD,
philippines,6/9/2014,food,20,,PHP,0.46,USD,
philippines,6/9/2014,other,60,,PHP,1.37,USD,
philippines,6/9/2014,accommodation,500,,PHP,11.4,USD,
philippines,6/9/2014,transportation,"1,800.00",,PHP,41.03,USD,
philippines,6/10/2014,food,185,,PHP,4.22,USD,
philippines,6/10/2014,accommodation,330,,PHP,7.52,USD,
philippines,6/10/2014,transportation,100,,PHP,2.28,USD,
philippines,6/10/2014,transportation,450,,PHP,10.26,USD,
philippines,6/10/2014,other,70,,PHP,1.6,USD,
philippines,6/10/2014,food,50,,PHP,1.14,USD,
philippines,6/10/2014,transportation,"1,000.00",,PHP,22.8,USD,
philippines,6/11/2014,food,140,,PHP,3.19,USD,
philippines,6/11/2014,food,175,,PHP,3.99,USD,
philippines,6/11/2014,other,80,,PHP,1.82,USD,
philippines,6/11/2014,accommodation,550,,PHP,12.54,USD,
philippines,6/11/2014,food,320,,PHP,7.29,USD,
philippines,6/11/2014,other,120,,PHP,2.74,USD,
philippines,6/11/2014,transportation,100,,PHP,2.28,USD,
philippines,6/11/2014,transportation,20,,PHP,0.46,USD,
philippines,6/12/2014,food,75,,PHP,1.71,USD,
philippines,6/12/2014,food,135,,PHP,3.08,USD,
philippines,6/12/2014,accommodation,550,,PHP,12.54,USD,
philippines,6/12/2014,food,42,,PHP,0.96,USD,
philippines,6/12/2014,food,205,,PHP,4.67,USD,
philippines,6/12/2014,other,120,,PHP,2.74,USD,
philippines,6/13/2014,other,105,,PHP,2.39,USD,
philippines,6/13/2014,food,209,,PHP,4.76,USD,
philippines,6/13/2014,transportation,8,,PHP,0.18,USD,
philippines,6/13/2014,transportation,15,,PHP,0.34,USD,
philippines,6/13/2014,transportation,20,,PHP,0.46,USD,
philippines,6/13/2014,other,200,,PHP,4.56,USD,
philippines,6/13/2014,food,65,,PHP,1.48,USD,
philippines,6/13/2014,other,110,,PHP,2.51,USD,
philippines,6/13/2014,other,55,,PHP,1.25,USD,
philippines,6/13/2014,transportation,500,,PHP,11.4,USD,
philippines,6/13/2014,transportation,330,,PHP,7.52,USD,
japan,6/14/2014,food,500,,JPY,4.91,USD,
japan,6/14/2014,other,388,,JPY,3.81,USD,
japan,6/14/2014,food,420,,JPY,4.13,USD,
japan,6/14/2014,accommodation,21,,USD,21,USD,
japan,6/14/2014,transportation,"1,500",,JPY,14.74,USD,
japan,6/15/2014,accommodation,"1,500",,JPY,14.74,USD,
japan,6/15/2014,food,520,,JPY,5.11,USD,
japan,6/15/2014,transportation,320,,JPY,3.14,USD,
japan,6/15/2014,food,130,,JPY,1.28,USD,
japan,6/15/2014,food,520,,JPY,5.11,USD,
japan,6/15/2014,transportation,240,,JPY,2.36,USD,
japan,6/15/2014,other,130,,JPY,1.28,USD,
japan,6/16/2014,food,560,,JPY,5.5,USD,
japan,6/16/2014,food,110,,JPY,1.08,USD,
japan,6/16/2014,other,388,,JPY,3.81,USD,
japan,6/16/2014,food,"1,000",,JPY,9.82,USD,
japan,6/17/2014,other,100,,JPY,0.98,USD,
japan,6/17/2014,food,130,,JPY,1.28,USD,
japan,6/17/2014,transportation,550,,JPY,5.4,USD,
japan,6/17/2014,other,340,,JPY,3.34,USD,
japan,6/17/2014,transportation,780,,JPY,7.66,USD,
japan,6/17/2014,other,110,,JPY,1.08,USD,
japan,6/17/2014,food,250,,JPY,2.46,USD,
japan,6/19/2014,food,520,,JPY,5.11,USD,
japan,6/19/2014,other,345,,JPY,3.39,USD,
japan,6/19/2014,other,160,,JPY,1.57,USD,
japan,6/19/2014,food,390,,JPY,3.83,USD,
japan,6/19/2014,transportation,500,,JPY,4.91,USD,
japan,6/19/2014,other,120,,JPY,1.18,USD,
japan,6/20/2014,food,730,,JPY,7.17,USD,
japan,6/20/2014,accommodation,11,,USD,11,USD,
japan,6/20/2014,entrance,300,,JPY,2.95,USD,
japan,6/20/2014,other,260,,JPY,2.55,USD,
japan,6/20/2014,other,120,,JPY,1.18,USD,
japan,6/20/2014,food,160,,JPY,1.57,USD,
japan,6/20/2014,other,345,,JPY,3.39,USD,
japan,6/20/2014,other,130,,JPY,1.28,USD,
japan,6/21/2014,food,432,,JPY,4.24,USD,
japan,6/21/2014,transportation,240,,JPY,2.36,USD,
japan,6/21/2014,transportation,190,,JPY,1.87,USD,
japan,6/21/2014,entrance,500,,JPY,4.91,USD,
japan,6/21/2014,food,100,,JPY,0.98,USD,
japan,6/21/2014,other,80,,JPY,0.79,USD,
japan,6/21/2014,food,307,,JPY,3.02,USD,
japan,6/21/2014,entrance,500,,JPY,4.91,USD,
japan,6/21/2014,other,160,,JPY,1.57,USD,
japan,6/21/2014,accommodation,"2,000",,JPY,19.65,USD,
japan,6/22/2014,food,543,,JPY,5.33,USD,
japan,6/22/2014,other,432,,JPY,4.24,USD,
japan,6/22/2014,transportation,560,,JPY,5.5,USD,
japan,6/22/2014,other,150,,JPY,1.47,USD,
japan,6/22/2014,food,194,,JPY,1.91,USD,
japan,6/22/2014,other,100,,JPY,0.98,USD,
japan,6/22/2014,transportation,670,,JPY,6.58,USD,
japan,6/22/2014,accommodation,8.81,,USD,8.81,USD,
japan,6/23/2014,food,240,,JPY,2.36,USD,
japan,6/23/2014,food,601,,JPY,5.9,USD,
japan,6/23/2014,other,690,,JPY,6.78,USD,
japan,6/23/2014,other,432,,JPY,4.24,USD,
japan,6/23/2014,food,380,,JPY,3.73,USD,
japan,6/23/2014,accommodation,8.81,,USD,8.81,USD,
japan,6/24/2014,other,300,,JPY,2.95,USD,
japan,6/24/2014,food,600,,JPY,5.89,USD,
japan,6/24/2014,accommodation,"1,880",,JPY,18.47,USD,
japan,6/24/2014,transportation,140,,JPY,1.38,USD,
japan,6/24/2014,other,350,,JPY,3.44,USD,
japan,6/24/2014,transportation,210,,JPY,2.06,USD,
japan,6/24/2014,other,100,,JPY,0.98,USD,
japan,6/24/2014,food,160,,JPY,1.57,USD,
japan,6/24/2014,transportation,190,,JPY,1.87,USD,
japan,6/24/2014,food,450,,JPY,4.42,USD,
japan,6/24/2014,food,120,,JPY,1.18,USD,
japan,6/24/2014,transportation,550,,JPY,5.4,USD,
japan,6/24/2014,transportation,240,,JPY,2.36,USD,
japan,6/24/2014,transportation,240,,JPY,2.36,USD,
japan,6/24/2014,other,255,,JPY,2.51,USD,
japan,6/25/2014,transportation,180,,JPY,1.77,USD,
japan,6/25/2014,food,648,,JPY,6.37,USD,
japan,6/25/2014,transportation,260,,JPY,2.55,USD,
japan,6/25/2014,other,432,,JPY,4.24,USD,
japan,6/25/2014,entrance,50,,JPY,0.49,USD,
japan,6/25/2014,food,300,,JPY,2.95,USD,
japan,6/26/2014,accommodation,"2,000",,JPY,19.65,USD,
japan,6/26/2014,food,"1,000",,JPY,9.82,USD,
japan,6/26/2014,other,311,,JPY,3.06,USD,
japan,6/26/2014,other,400,,JPY,3.93,USD,
japan,6/26/2014,other,430,,JPY,4.22,USD,
japan,6/26/2014,other,130,,JPY,1.28,USD,
japan,6/26/2014,other,302,,JPY,2.97,USD,
japan,6/26/2014,transportation,140,,JPY,1.38,USD,
japan,6/26/2014,transportation,180,,JPY,1.77,USD,
japan,6/26/2014,other,130,,JPY,1.28,USD,
japan,6/27/2014,other,342,,JPY,3.36,USD,
japan,6/27/2014,food,500,,JPY,4.91,USD,
japan,6/27/2014,other,800,,JPY,7.86,USD,
south-korea,6/28/2014,food,"5,000",,KRW,4.9,USD,
south-korea,6/28/2014,food,"2,100",,KRW,2.06,USD,
south-korea,6/28/2014,entrance,"2,000",,KRW,1.96,USD,
south-korea,6/28/2014,accommodation,"15,000",,KRW,14.7,USD,
south-korea,6/28/2014,other,"4,500",,KRW,4.41,USD,
south-korea,6/28/2014,transportation,"4,800",,KRW,4.71,USD,
south-korea,6/28/2014,other,"1,100",,JPY,10.81,USD,
south-korea,6/28/2014,transportation,"1,500",,KRW,1.47,USD,
south-korea,6/28/2014,food,490,,JPY,4.81,USD,
south-korea,6/28/2014,food,500,,JPY,4.91,USD,
south-korea,6/28/2014,transportation,"10,810",,JPY,106.19,USD,
south-korea,6/29/2014,other,"2,900",,KRW,2.84,USD,
south-korea,6/29/2014,food,"6,000",,KRW,5.88,USD,
south-korea,6/29/2014,transportation,"1,500",,KRW,1.47,USD,
south-korea,6/29/2014,other,"1,000",,KRW,0.98,USD,
south-korea,6/29/2014,entrance,"4,000",,KRW,3.92,USD,
south-korea,6/29/2014,entrance,"4,000",,KRW,3.92,USD,
south-korea,6/29/2014,transportation,"1,500",,KRW,1.47,USD,
south-korea,6/29/2014,accommodation,"15,000",,KRW,14.7,USD,
south-korea,6/30/2014,accommodation,"10,000",,KRW,9.8,USD,
south-korea,6/30/2014,other,700,,KRW,0.69,USD,
south-korea,6/30/2014,food,"6,300",,KRW,6.18,USD,
south-korea,7/1/2014,food,"4,000",,KRW,3.92,USD,
south-korea,7/1/2014,food,"5,200",,KRW,5.1,USD,
south-korea,7/1/2014,accommodation,"15,000",,KRW,14.7,USD,
south-korea,7/1/2014,transportation,"1,100",,KRW,1.08,USD,
south-korea,7/2/2014,food,"5,000",,KRW,4.9,USD,
south-korea,7/2/2014,transportation,"1,150",,KRW,1.13,USD,
south-korea,7/2/2014,transportation,"1,350",,KRW,1.32,USD,
south-korea,7/2/2014,other,"4,100",,KRW,4.02,USD,
south-korea,7/2/2014,transportation,"17,300",,KRW,16.96,USD,
south-korea,7/2/2014,transportation,"1,100",,KRW,1.08,USD,
south-korea,7/2/2014,food,"1,000",,KRW,0.98,USD,
south-korea,7/2/2014,food,"4,000",,KRW,3.92,USD,
south-korea,7/2/2014,other,"1,200",,KRW,1.18,USD,
south-korea,7/2/2014,accommodation,7.8,,USD,7.8,USD,
south-korea,7/3/2014,transportation,"1,250",,KRW,1.23,USD,
south-korea,7/3/2014,food,"6,500",,KRW,6.37,USD,
south-korea,7/3/2014,other,"1,000",,KRW,0.98,USD,
south-korea,7/3/2014,transportation,"1,250",,KRW,1.23,USD,
south-korea,7/3/2014,other,"3,800",,KRW,3.73,USD,
south-korea,7/3/2014,accommodation,7.8,,USD,7.8,USD,
south-korea,7/4/2014,transportation,"1,300",,KRW,1.27,USD,
south-korea,7/4/2014,food,"9,700",,KRW,9.51,USD,
south-korea,7/4/2014,transportation,"1,350",,KRW,1.32,USD,
south-korea,7/4/2014,accommodation,20.8,,USD,20.8,USD,
south-korea,7/5/2014,transportation,"1,800",,KRW,1.76,USD,
south-korea,7/5/2014,transportation,"1,100",,KRW,1.08,USD,
south-korea,7/5/2014,food,"5,700",,KRW,5.59,USD,
south-korea,7/5/2014,food,"5,000",,KRW,4.9,USD,
south-korea,7/5/2014,other,600,,KRW,0.59,USD,
south-korea,7/5/2014,other,"1,000",,KRW,0.98,USD,
south-korea,7/5/2014,transportation,"1,800",,KRW,1.76,USD,
south-korea,7/5/2014,accommodation,20.8,,USD,20.8,USD,
south-korea,7/6/2014,flight,"5,000",,KRW,4.9,USD,terminal fee
south-korea,7/6/2014,other,"4,500",,KRW,4.41,USD,
south-korea,7/6/2014,food,"12,100",,KRW,11.86,USD,
south-korea,7/6/2014,transportation,"1,300",,KRW,1.27,USD,
south-korea,7/6/2014,transportation,"1,300",,KRW,1.27,USD,
south-korea,7/6/2014,transportation,"1,500",,KRW,1.47,USD,
south-korea,7/6/2014,transportation,"1,300",,KRW,1.27,USD,
south-korea,7/6/2014,other,"1,000",,KRW,0.98,USD,
uae,7/7/2014,flight,550,,PHP,12.54,USD,
uae,7/7/2014,food,220,,PHP,5.02,USD,
uae,7/7/2014,other,250,,PHP,5.7,USD,
uae,7/7/2014,other,120,,PHP,2.74,USD,
uae,7/8/2014,food,33,,AED,8.98,USD,
uae,7/8/2014,food,10,,AED,2.72,USD,
uae,7/8/2014,food,5,,AED,1.36,USD,
uae,7/8/2014,transportation,25,,AED,6.81,USD,
uae,7/8/2014,entrance,5,,AED,1.36,USD,
uae,7/8/2014,transportation,25,,AED,6.81,USD,
uae,7/9/2014,food,14,,AED,3.81,USD,
uae,7/9/2014,transportation,30,,AED,8.17,USD,
uae,7/9/2014,other,2,,AED,0.54,USD,
uae,7/9/2014,transportation,20,,AED,5.44,USD,
uae,7/9/2014,transportation,20,,AED,5.44,USD,
uae,7/9/2014,transportation,25,,AED,6.81,USD,
uae,7/10/2014,transportation,4,,AED,1.09,USD,
uae,7/10/2014,food,30,,AED,8.17,USD,
uae,7/10/2014,transportation,2,,AED,0.54,USD,
uae,7/10/2014,transportation,2,,AED,0.54,USD,
uae,7/10/2014,food,3,,AED,0.82,USD,
uae,7/10/2014,transportation,20,,AED,5.44,USD,
uae,7/10/2014,food,2,,AED,0.54,USD,
uae,7/10/2014,food,10.5,,AED,2.86,USD,
uae,7/10/2014,transportation,20,,AED,5.44,USD,
uae,7/10/2014,transportation,20,,AED,5.44,USD,
uae,7/11/2014,food,31,,AED,8.44,USD,
uae,7/11/2014,transportation,25,,AED,6.81,USD,
uae,7/11/2014,transportation,20,,AED,5.44,USD,
uae,7/11/2014,transportation,4,,AED,1.09,USD,
uae,7/11/2014,transportation,4,,AED,1.09,USD,
uae,7/11/2014,food,14.4,,AED,3.92,USD,
uae,7/11/2014,transportation,5,,AED,1.36,USD,
uae,7/11/2014,food,9.5,,AED,2.59,USD,
uae,7/11/2014,transportation,5,,AED,1.36,USD,
uae,7/11/2014,transportation,4,,AED,1.09,USD,
uae,7/12/2014,food,29,,AED,7.9,USD,
uae,7/12/2014,transportation,20,,AED,5.44,USD,
uae,7/12/2014,food,3,,AED,0.82,USD,
uae,7/12/2014,transportation,20,,AED,5.44,USD,
uae,7/12/2014,transportation,2,,AED,0.54,USD,
uae,7/12/2014,transportation,2,,AED,0.54,USD,
uae,7/12/2014,transportation,20,,AED,5.44,USD,
uae,7/12/2014,food,2.5,,AED,0.68,USD,
uae,7/13/2014,other,58,,AED,15.79,USD,
uae,7/13/2014,food,27,,AED,7.35,USD,
uae,7/13/2014,food,24,,AED,6.53,USD,
uae,7/13/2014,other,15,,AED,4.08,USD,
uae,7/13/2014,food,2.5,,AED,0.68,USD,
bahrain,7/14/2014,other,0,,BHD,0.00,USD,
qatar,7/16/2014,food,2,,QAR,0.55,USD,
qatar,7/17/2014,food,2,,AED,0.54,USD,
qatar,7/17/2014,other,5.5,,AED,1.5,USD,
qatar,7/17/2014,food,2,,QAR,0.55,USD,
oman,7/18/2014,transportation,0.4,,OMR,1.04,USD,
oman,7/18/2014,food,0.93,,OMR,2.42,USD,
oman,7/18/2014,other,20,,AED,5.44,USD,
oman,7/18/2014,food,6,,AED,1.63,USD,
oman,7/18/2014,transportation,55,,AED,14.97,USD,
oman,7/19/2014,other,2.5,,OMR,6.49,USD,
oman,7/19/2014,food,0.25,,OMR,0.65,USD,
oman,7/19/2014,transportation,0.4,,OMR,1.04,USD,
oman,7/19/2014,transportation,0.5,,OMR,1.3,USD,
oman,7/19/2014,other,5,,OMR,12.99,USD,
oman,7/20/2014,food,1.43,,OMR,3.71,USD,
oman,7/20/2014,transportation,5,,OMR,12.99,USD,
oman,7/21/2014,food,0.42,,OMR,1.09,USD,
oman,7/22/2014,food,2.31,,OMR,6,USD,
oman,7/22/2014,transportation,0.3,,OMR,0.78,USD,
oman,7/22/2014,transportation,2,,OMR,5.19,USD,
oman,7/25/2014,food,32,,AED,8.71,USD,
oman,7/25/2014,food,0.32,,OMR,0.83,USD,
oman,7/25/2014,transportation,0.4,,OMR,1.04,USD,
oman,7/25/2014,transportation,5,,OMR,12.99,USD,
yemen,7/26/2014,other,300,,YER,1.4,USD,
yemen,7/26/2014,food,800,,YER,3.72,USD,
yemen,7/26/2014,food,100,,YER,0.47,USD,
yemen,7/26/2014,other,48,,AED,13.07,USD,
yemen,7/26/2014,other,17,,AED,4.63,USD,
yemen,7/27/2014,food,"2,000.00",,YER,9.3,USD,
yemen,7/28/2014,food,900,,YER,4.19,USD,
yemen,7/29/2014,other,500,,YER,2.33,USD,
yemen,7/29/2014,food,"1,000.00",,YER,4.65,USD,
yemen,7/30/2014,other,420,,YER,1.95,USD,
yemen,7/30/2014,food,600,,YER,2.79,USD,
yemen,7/31/2014,other,200,,AED,54.45,USD,
yemen,7/31/2014,other,250,,YER,1.16,USD,
egypt,8/1/2014,food,2.5,,EGP,0.35,USD,
egypt,8/1/2014,food,15,,EGP,2.1,USD,
egypt,8/1/2014,transportation,20,,EGP,2.8,USD,
egypt,8/1/2014,food,2,,EGP,0.28,USD,
egypt,8/1/2014,transportation,135,,EGP,18.88,USD,
egypt,8/1/2014,food,2.5,,EGP,0.35,USD,
egypt,8/1/2014,other,15,,EGP,2.1,USD,
egypt,8/1/2014,accommodation,50,,EGP,6.99,USD,
egypt,8/1/2014,transportation,2.5,,EGP,0.35,USD,
egypt,8/1/2014,visa,180,,EGP,25.17,USD,
egypt,8/2/2014,accommodation,60,,EGP,8.39,USD,
egypt,8/2/2014,food,4,,EGP,0.56,USD,
egypt,8/2/2014,food,5,,EGP,0.7,USD,
egypt,8/2/2014,food,20,,EGP,2.8,USD,
egypt,8/2/2014,food,20,,EGP,2.8,USD,
egypt,8/2/2014,other,10,,EGP,1.4,USD,
egypt,8/2/2014,food,3,,EGP,0.42,USD,
egypt,8/2/2014,entrance,115,,EGP,16.08,USD,
egypt,8/2/2014,transportation,40,,EGP,5.59,USD,
egypt,8/2/2014,food,6,,EGP,0.84,USD,
egypt,8/3/2014,food,30,,EGP,4.2,USD,
egypt,8/3/2014,accommodation,25,,EGP,3.5,USD,
egypt,8/3/2014,food,20,,EGP,2.8,USD,
egypt,8/3/2014,food,9,,EGP,1.26,USD,
egypt,8/3/2014,food,20,,EGP,2.8,USD,
egypt,8/3/2014,transportation,41,,EGP,5.73,USD,
egypt,8/3/2014,other,10,,EGP,1.4,USD,
egypt,8/3/2014,food,3,,EGP,0.42,USD,
egypt,8/4/2014,other,1,,EGP,0.14,USD,
egypt,8/4/2014,food,11,,EGP,1.54,USD,
egypt,8/4/2014,food,19,,EGP,2.66,USD,
egypt,8/4/2014,transportation,1,,EGP,0.14,USD,
egypt,8/4/2014,other,8,,EGP,1.12,USD,
egypt,8/4/2014,food,10,,EGP,1.4,USD,
egypt,8/4/2014,food,9,,EGP,1.26,USD,
egypt,8/4/2014,entrance,80,,EGP,11.19,USD,
egypt,8/4/2014,food,8,,EGP,1.12,USD,
egypt,8/4/2014,transportation,85,,EGP,11.89,USD,
egypt,8/4/2014,food,3,,EGP,0.42,USD,
egypt,8/4/2014,transportation,1,,EGP,0.14,USD,
egypt,8/4/2014,transportation,1,,EGP,0.14,USD,
egypt,8/4/2014,other,2,,EGP,0.28,USD,
egypt,8/4/2014,transportation,1,,EGP,0.14,USD,
egypt,8/4/2014,food,7,,EGP,0.98,USD,
egypt,8/4/2014,transportation,1,,EGP,0.14,USD,
egypt,8/5/2014,food,25,,EGP,3.5,USD,
egypt,8/5/2014,other,8,,EGP,1.12,USD,
egypt,8/5/2014,accommodation,25,,EGP,3.5,USD,
egypt,8/5/2014,other,1,,EGP,0.14,USD,
egypt,8/5/2014,food,3.5,,EGP,0.49,USD,
egypt,8/5/2014,food,4,,EGP,0.56,USD,
egypt,8/5/2014,transportation,65,,EGP,9.09,USD,
egypt,8/6/2014,food,20,,EGP,2.8,USD,
egypt,8/6/2014,food,50,,EGP,6.99,USD,
egypt,8/6/2014,other,35,,EGP,4.89,USD,
egypt,8/6/2014,accommodation,20,,EGP,2.8,USD,
egypt,8/6/2014,transportation,70,,EGP,9.79,USD,
egypt,8/6/2014,entrance,50,,EGP,6.99,USD,
egypt,8/6/2014,food,7.5,,EGP,1.05,USD,
egypt,8/6/2014,food,9,,EGP,1.26,USD,
egypt,8/7/2014,food,17,,EGP,2.38,USD,
egypt,8/7/2014,other,55,,EGP,7.69,USD,
egypt,8/7/2014,other,8,,EGP,1.12,USD,
egypt,8/7/2014,food,10,,EGP,1.4,USD,
egypt,8/7/2014,accommodation,60,,EGP,8.39,USD,
egypt,8/7/2014,food,30,,EGP,4.2,USD,
egypt,8/7/2014,food,5.5,,EGP,0.77,USD,
egypt,8/7/2014,other,20,,EGP,2.8,USD,
egypt,8/7/2014,transportation,30,,EGP,4.2,USD,
egypt,8/8/2014,food,45,,EGP,6.29,USD,
egypt,8/8/2014,food,50,,EGP,6.99,USD,
egypt,8/8/2014,food,5,,EGP,0.7,USD,
egypt,8/8/2014,other,7,,EGP,0.98,USD,
egypt,8/8/2014,other,10,,EGP,1.4,USD,
egypt,8/8/2014,accommodation,60,,EGP,8.39,USD,
egypt,8/9/2014,other,10,,EGP,1.4,USD,
egypt,8/9/2014,food,15,,EGP,2.1,USD,
egypt,8/9/2014,food,20,,EGP,2.8,USD,
egypt,8/9/2014,other,20,,EGP,2.8,USD,
egypt,8/9/2014,accommodation,60,,EGP,8.39,USD,
egypt,8/9/2014,food,50,,EGP,6.99,USD,
jordan,8/10/2014,accommodation,5.5,,JOD,7.76,USD,
jordan,8/10/2014,transportation,17,,JOD,23.99,USD,
jordan,8/10/2014,visa,107,,ILS,31.23,USD,
egypt,8/10/2014,entrance,2,,EGP,0.28,USD,
egypt,8/10/2014,other,40,,EGP,5.59,USD,
egypt,8/10/2014,other,7,,EGP,0.98,USD,
jordan,8/11/2014,other,1.5,,JOD,2.12,USD,
jordan,8/11/2014,food,2,,JOD,2.82,USD,
jordan,8/11/2014,food,3,,JOD,4.23,USD,
jordan,8/11/2014,other,0.5,,JOD,0.71,USD,
jordan,8/11/2014,food,1,,JOD,1.41,USD,
jordan,8/11/2014,entrance,51,,JOD,71.98,USD,
jordan,8/11/2014,accommodation,5.5,,JOD,7.76,USD,
jordan,8/11/2014,food,2.5,,JOD,3.53,USD,
jordan,8/12/2014,food,2.1,,JOD,2.96,USD,
jordan,8/12/2014,transportation,1.5,,JOD,2.12,USD,
jordan,8/12/2014,food,0.5,,JOD,0.71,USD,
jordan,8/12/2014,entrance,8,,JOD,11.29,USD,
jordan,8/12/2014,transportation,1,,JOD,1.41,USD,
